19910000060767,1,0,0,5863,127888,3.02112
19910001196411,0,1,1,-20135,1113777,3.102278
19910001361673,1,0,0,-261006,51302203,3.027707
19910002159819,0,1,1,-47821,4014917,3.38298
19910002515749,0,1,1,-7889,160647,3.660889
19910002974377,1,1,0,-14026,596439,3.340953
19910007848117,0,1,1,-9104,253308,3.934978
19910008210507,1,1,1,-8324,194922,3.349137
19910008657787,1,0,0,-7919,-166442,3.883187
19910008850437,0,0,1,-10855,378684,3.554315
19910009379961,1,-1,1,-40638,-3135652,3.345876
19910010046411,1,-1,0,6226,-103229,2.95111
19910010418489,1,-1,1,377,214568,2.969056
19910011321397,0,1,1,-6813,25461,3.073562
19910012816131,1,0,0,5043,165004,3.075484
19910012997929,1,0,1,-199345,-34273353,3.03928
19910014053463,1,-1,1,-10125,-325602,3.371329
19910014114759,1,1,1,-26086,-1646678,3.280539
19910016321731,0,-1,1,-13697,657870,2.937089
19910018044529,1,0,0,-100892,12324559,3.988194
19910018111383,1,-1,0,-3029,224824,3.027658
19910018332639,1,1,1,-24014,-1426164,2.909466
19910018689669,0,-1,1,-33949,2409385,4.822048
19910018922137,1,-1,0,-1216,215605,3.416391
19910023037909,0,-1,1,-7100,-80960,3.621587
19910025473531,0,-1,1,5151,159045,3.112768
19910026764601,1,0,0,-8182,-187925,2.901296
19910027043883,0,1,1,-272795,54750255,3.10955
19910028298597,0,1,1,-6948,57766,2.911209
19910028614363,1,-1,1,-7716,339770,4.369891
19910028744539,0,0,1,-448,214712,3.016903
19910030805349,1,1,1,-137382,19540990,3.217442
19910031042563,0,0,1,884,-214443,2.948437
19910032834649,1,1,1,-221057,39912576,2.959221
19910033355139,0,1,1,-65331,6409134,3.160781
19910039274971,1,-1,1,2151,-211756,3.506858
19910040771169,1,-1,1,-10896,-378774,3.23417
19910040960347,1,-1,1,-55725,5081616,3.103067
19910041470097,1,1,0,-7621,-142816,3.346974
19910046762413,0,0,1,-69515,7051227,3.109395
19910047104901,0,0,1,-12133,-467460,3.483922
19910047236803,1,1,0,-7745,147614,3.066471
19910047891157,1,-1,0,6413,-85378,2.924752
19910049999667,0,1,1,-858483,305872128,2.902358
19910050918013,1,0,0,-4224,238925,2.950876
19910051368127,1,-1,1,4821,170506,2.932376
19910052400409,1,-1,1,-1137219,467066348,3.343554
19910057090377,1,0,1,-7505,329073,3.396231
19910057198813,0,0,1,-14249,618473,3.872949
19910058435301,0,1,1,-121416,-16323158,3.778313
19910058787117,1,1,0,-17487,856540,4.498079
19910059185311,1,-1,0,-6866,-41503,3.92865
19910060606173,0,1,1,-72803,7533610,3.260352
19910060855803,0,0,1,-9497,415916,3.940524
19910062263383,1,0,0,4156,-187945,3.246471
19910064067037,0,0,1,-115640,-15134447,3.240442
19910067736399,1,1,1,-1429375,-658355442,3.517465
19910067756571,0,0,1,151,214680,4.73634
19910068115083,0,1,1,246,214758,3.49938
19910069957807,1,0,0,-8255,-193694,3.326531
19910070372853,0,0,1,-13555,-568230,3.307167
19910070671669,0,0,1,-6866,-43174,3.507307
19910074846573,0,0,1,-379120,-89848725,3.215298
19910074855949,0,0,1,-1309106,576514591,3.208862
19910075589317,1,0,0,-24053,1417684,3.003818
19910077040969,1,-1,1,-14824,-656966,3.057124
19910078264917,1,1,1,-6950,57486,3.582813
19910078588557,0,-1,1,-2356429,-1391504636,3.061211
19910079251963,0,0,1,-64975,6378428,3.245615
19910079368999,1,-1,1,-12829,-513218,3.111776
19910080473557,0,1,1,-11950,450710,3.498286
19910080522883,0,-1,1,-6045,282762,3.140292
19910082122923,0,1,1,-604,214556,3.288129
19910087047937,1,0,0,-10419,-349400,3.001603
19910089099259,0,0,1,-11743,534780,3.315286
19910089492801,1,1,1,3830,195928,3.772473
19910090054053,0,1,1,-58068,-5400962,3.71628
19910091019829,0,1,1,-6777,-7743,3.252326
19910092344229,0,-1,1,-20537,-1105455,3.49666
19910093042011,0,1,1,-139777,20068775,3.001596
19910098255981,1,0,1,-157264,23990293,3.563988
19910099894507,0,-1,1,4592,176644,2.959906
19910100101237,0,0,1,-7541,-132070,2.926902
19910100771283,0,1,1,-3245,-227250,3.033464
19910103402353,1,1,1,-25635,1583626,3.416291
19910103514291,0,0,1,6046,115527,3.145854
19910104771211,0,0,1,-317026,68705666,3.871229
19910105730563,1,0,1,-8812,-384719,2.977561
19910107028717,0,0,1,-26300,-1627557,3.242651
19910107726219,0,0,1,-7613,333850,3.334918
19910108460043,0,1,1,2,214682,3.615817
19910109404077,0,1,1,-6799,19656,3.085004
19910111618051,0,0,1,-40504,3144917,3.165926
19910112950179,0,0,1,-12788,596577,3.056606
19910113607269,1,-1,0,-4103,-236298,3.158909
19910114422813,0,0,1,-95275,11317185,3.020259
19910114519579,0,0,1,-26653,-1688520,3.817965
19910116328059,0,-1,1,-5754,274528,3.623504
19910117326751,1,-1,0,-202190,35043457,3.157547
19910117408059,1,-1,1,6107,109560,3.120637
19910119251493,0,0,1,-9415,278480,3.028886
19910120907269,0,1,1,-10562,-361968,3.065754
19910120934491,0,0,1,2906,206040,3.010719
19910122219109,0,-1,1,-27790,-1760920,3.243302
19910122385749,0,1,1,-10114,324042,3.44633
